name,book
"Rickey","Aman: The Story of a Somali Girl As Told to Virginia Lee Barnes and Janice Boddy"
"Kevin","Simon\'s Family"
"Cosette","The Third Twin"
"Sharika","Q Is for Quarry"
"Michael","And Justice There Is None"
"Seaver","Midnight in the Garden of Good and Evil: A Savannah Story"
"Shannon","Darkness Peering"
"Audrey","The Secret Life of Bees"
"Tatiana","Time for Bed"
"Rileigh","Paul Harvey\'s the Rest of the Story"
"Clarence","Woman of Independence"
"Jonah","Eva Moves the Furniture"
"Derrick","Die Jury. Roman."
"Mikala","Lady\'s Maid"
"Jandel","One Door Away from Heaven"
"Jade","The Thorn Birds"
"Neil","Corinthian"
"Angelo","A Thin Dark Line"
"Stewart","July\'s People"
"Kennedie","Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players"
"Steve","The Thief of Always"
"Taylee","Good Grief: A Constructive Approach to the Problem of Loss"
"Nathan","Immortal in Death"
"Jacqueline","Der Richter."
"Daniel","Borders of Infinity"
"Trystan","Dear James"
"Alexa","The Cobra Event"
"Tricia","Walking Shadow"
"Tara","The Perfect Summer"
"Tressa","The Stepford Wives"
"Wilfredo","The World According to Garp"
"Shauntelle","Don\'t Stand Too Close to a Naked Man"
"Treva","A New Leash on Death"
"Ellen","Night Prey"
"Arley","Love Invents Us"
"Florentine","Johnny Got His Gun"
"Margaret","Riders in the Sky"
"Melody","The Bad Place"
"Yony","Let\'s Get Physical"
"Lamarcus","Love You Forever"
"Tallia","Two Girls, Fat and Thin"
"Nathanael","The Deep End of the Ocean"
"Tito","Better Than Life"
"Massiah","The Crying of Lot 49"
"Lanna","Black Lightning"
"Brian","Love You Forever"
"Veasna","Soupe aux choux"
"Russell","The Star Wars Trilogy: Star Wars, the Empire Strikes Back, Return of the Jedi"
"Chenita","Le Guide galactique, tome 1"
"Randall","The Last Juror"
"Katheleen","Sword of Shannara"
"Niko","Spandau Phoenix"
"Marquisha","Der Drachenbeinthron."
"Chauna","Conversations With Dogbert: A Dilbert Book"
"Ronald","The Widening Gyre"
"Shamir","Body of Evidence"
"Tarah","Last Orders"
"Jame","Beneath the Skin"
"Mackinze","Growth Fetish"
"Lillyana","Blue Diary"
"Palmer","Life of Pi"
"Jawad","Maestro Cantor"
"Bernardino","Wild Bells to the Wild Sky"
"Thomas","God: A Biography"
"Harold","The Body Farm"
"Cayleigh","A Year in Provence"
"Lauro","Cry to Heaven"
"Quyen","The Landry News"
"Cari","Husband Material"
"Maira","See How They Run"
"Beverley","The Bourne Supremacy"
"Jada","Dinosaurs: A Celebration"
"Fabian","The Last Promise"
"Tailor","Neither Here nor There: Travels in Europe"
"Violet","Notes From a Small Planet"
"Gale","Le jour des fourmis: Roman"
"Tyshawn","Chicks in Chainmail"
"Thomas","The Thomas Berryman Number"
"Marcela","The Wind-Up Bird Chronicle"
"Kristin","Mary, Called Magdalene"
"Montana","Therese Desqueyroux"
"Cornie","A Kiss to Remember"
"Alquan","The Da Vinci Code"
"Denishia","Silence of the Lambs"
"Kim","Guns, Germs, and Steel: The Fates of Human Societies"
"Natividad","Schlaflos. Insomnia."
"Judy","Fatal Voyage"
"Jayda","De l\'amour et autres mensonges"
"Joline","The Privilege of Youth: A Teenager\'s Story of Longing for Acceptance and Friendship"
"Makenzie","The Jeopardy! Book: The Answers, the Questions, the Facts, and the Stories of the Greatest Game Show in History"
"Riordan","One Door Away from Heaven"
"Vivian","Forever and the Night"
"Corryn","Wicked: The Life and Times of the Wicked Witch of the West"
"Kindal","The Elements of Style, Fourth Edition"
"Maci","On a Night Like This"
"Brayden","The Prince of Tides"
"Powell","Love and Marriage"
"Jaden","Vier Morde und ein Hochzeitsfest."
"Kaysha","Breathing Lessons"
"Misty","Taltos: Lives of the Mayfair Witches"
"Hoyle","Morgan\'S Run"
"Brian","Round Ireland With a Fridge"
"Grady","The Viscount Who Loved Me"
"John","The Bookseller\'s Daughter"
"Tiffini","The Client"
"Linda","Marilyn: The Last Take"
"Ebba","2001: A Space Odyssey"
"Kari","Caligula: The Corruption of Power"
"Timothy","Between Planets"
"Cambry","1984."
"James","Portrait in Death"
"Lakea","The Fatal Shore"
"Henretta","Magic Time"
"Ernest","Wouldn\'t Take Nothing for My Journey Now"
"Callum","Briar Rose"
"Marion","Life of Pi"
"James","Body of a Girl"
"Tani","Perfect Murder, Perfect Town"
"Cheri","Envy"
"Kirkland","Black Notice"
"Katya","A People\'s History of the United States: 1492-Present"
"Taven","The Face on the Milk Carton"
"Clayton","Fast Women"
"Ethel","Family Honor"
"Giovanni","Thoughts While Having Sex"
"Raegan","Ein perfekter Freund."
"Vince","All I Need to Know I Learned from My Cat"
"Normalee","Romeo und Julia. Zweisprachige Ausgabe. Englisch / Deutsch."
"Altagracia","Bridget Jones\'s Diary"
"Sally","Free Drinks for Ladies With Nuts: Delightfully Mangled English from Around the World"
"Julieta","Five Quarters of the Orange"
"Jaire","The Gormenghast Novels: Titus Groan, Gormenghast, Titus Alone"
"Alicia","L Is for Lawless"
"Nataniel","Soul Stories"
"Nikka","A Prayer for Owen Meany"
"Bria","Mitigating Circumstances"
"Auden","Canal Dreams"
"Louella","Fifty Acres and a Poodle: A Story of Love, Livestock, and Finding Myself on a Farm"
"Phillip","Truth, The"
"Alfonsa","Tales of a Female Nomad: Living at Large in the World"
"Avalee","A Prayer for Owen Meany"
"Ayesha","Dude, Where\'s My Country?"
"Shawntel","In Our Strange Gardens"
"Royal","A Prayer for Owen Meany"
"Pedro","Foreign Correspondence"
"Carson","Good in Bed"
"Rebecca","The Girls\' Guide to Hunting and Fishing"
"Daiveon","Sacajawea"
"Martasia","Catch Me If You Can: The True Story of a Real Fake"
"Brenda","Tourist Season"
"Cynthia","In the Drink"
"Emelda","The Kitchen God\'s Wife"
"Maryelizabeth","TEXASVILLE"
"Terry","Fallout"
"Jesse","Support Your Local Wizard"
"Aaron","The Grey King"
"Rylin","Harold et Maude"
"Linda","One Day in the Life of Ivan Denisovich"
"Kyle","Bare: On Women, Dancing, Sex, and Power"
"Dashawna","Connections"
"Parker","M Is for Malice"
"Anais","Fair Ball: A Fan\'s Case for Baseball"
"Annie","One Thousand Paper Cranes: The Story of Sadako and the Children\'s Peace Statue"
"Berklee","Just One Look"
"Elster","Fifty Acres and a Poodle: A Story of Love, Livestock, and Finding Myself on a Farm"
"Kion","A Friend of the Earth"
"Cruze","Wind-Up Bird Chronicle"
"Gerardo","Herotica 5: A New Collection of Women\'s Erotic Fiction"
"Brain","Kentucky Sunrise"
"Clelia","Island in My Pocket"
"Addison","Interpreter of Maladies"
"Shalyn","At E.R.O.S."
"Jonathan","Welcome to Temptation"
"Maxximus","Irish Hearts"
"Maymie","The Blind Assassin"
"Jorge","Paige by Paige: A Year of Trading Spaces"
"Sheldon","Wicked: The Life and Times of the Wicked Witch of the West"
"Jacky","Day of the Jackal"
"Grant","Balzac Et LA Petite Tailleuse Chino"
"Chris","Slow Heat in Heaven"
"Grace","A Thin Dark Line"
"Mildred","Easy Peasy"
"John","Pledged: The Secret Life of Sororities"
"Louisa","The Thorn Birds"
"Julie","When the Wind Blows"
"Geovanni","Four Past Midnight"
"Lorita","The Phantom Tollbooth"
"Ashwini","The Horse and His Boy"
"James","Fingersmith"
"Vander","Charms for Easy Life"
"Moneisha","Transfer of Power"
"Shalandra","The Firm"
"Josephine","The Green Knight"
"Kerrie","Protect and Defend"
"Mindy","The Prayer of Jabez for Women"
"Viridiana","All Things Bright and Beautiful"
"Romina","Eyes of Prey"
"Demarius","Thin Air"
"Chanel","Cry to Heaven"
"Merilee","Bridget Jones\'s Diary"
"Noeli","A Painted House"
"Briley","""O"" Is for Outlaw"
"Mohammed","Gracie: A Love Story"
"Rosamaria","The Parsifal Mosaic"
"Alina","The Alchemist: A Fable About Following Your Dream"
"Dave","Who Moved My Cheese? for Teens: An A-Mazing Way to Change and Win!"
"Cassandra","Seduction by Design"
"Ronald","The First American: The Life and Times of Benjamin Franklin"
"Kayden","Life of Pi"
"Zoe","The Five People You Meet in Heaven"
"Mahki","Mad Elaine"
"Jacksyn","Just for Fun: The Story of an Accidental Revolutionary"
"Ashton","Lone Eagle"
"Sunny","The Bird Artist"
"Andrew","The Green Mile"
"Mayank","Never Eat Anything Bigger Than Your Head and Other Drawings"
"Kaila","Hemlock Bay"
"Heather","Night Whispers"
"Aislinn","After Henry"
"Anais","The Twelfth Angel"
"Malek","Growing Pains of Adrian Mole"
"Jordan","Beach House"
"Cresencio","An Indecent Obsession"
"Katrenia","Per Anhalter durch die Galaxis. Sammelband."
"Antone","Midnight Bayou"
"Davianna","Puerto Vallarta Squeeze"
"Daivon","Das Tagebuch Der Bridget Jones"
"Taras","My Dog Skip"
"Tillie","The Pillars of the Earth"
"Sommer","The Stars Shine Down"
"Kenya","Dating Big Bird"
"Simon","The Beach House"
"Alyna","How to Raise a Healthy Child: In Spite of Your Doctor"
"Andreanna","The Summons"
"Elwanda","From Potter\'s Field"
"Akane","To the Edge of the Sky"
"Talor","Carter Beats the Devil"
"Dock","Sophie\'s Choice"
"Jonathan","Sunglasses After Dark"
"James","From Naked Ape to Superspecies: A Personal Perspective on Humanity and the Global Eco-Crisis"
"Francheska","The Horse Whisperer"
"Eunice","The 7th Garfield Treasury"
"Florida","The Bourne Identity"
"Jose","The Hundred Secret Senses"
"Rovena","Down and Out in Paris and London"
"Jefferey","Lucky Jim"
"Zofia","The Philosophical Strangler"
"Grace","The Judge"
"Samantha","Loyalty in Death"
"Carlo","I\'m Not Really Here"
"Janelli","Going After Cacciato"
"Hayward","The Fool\'s Run"
"Roselynn","Eyes of Prey"
"Justine","Eins, zwei, drei und du bist frei."
"Clark","Mr Vertigo"
"Meda","Silence of the Lambs"
"Raymond","Godplayer"
"Nakita","Stone Kiss"
"Carla","The Stars Shine Down"
"Manuela","The Big Rumpus: A Mother\'s Tale from the Trenches"
"Aliyah","Potshot"
"Cindie","Q Is for Quarry"
"Steven","Dragonsinger"
"Alejandro","Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players"
"Hubert","Enders Game"
"Javonte","The Five People You Meet in Heaven"
"Treyden","The Black Dahlia"
"Pattie","The Secret Life of Bees"
"Linder","Easy Prey"
"Allen","My Name Is Asher Lev"
"Lowell","The Bone People"
"Marcin","Presumed Innocent"
"Alen","The Once and Future King"
"Tammie","Flesh and Silver"
"Rodney","Wouldn\'t Take Nothing for My Journey Now"
"Blossom","Liverpool Fantasy"
"Dolores","Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist"
"Jimmy","The Lost Continent: Travels in Small-Town America"
"Allie","A Walk Across America"
"Allen","Tipping the Velvet"
"Dashon","Homeless Bird"
"Jacey","We Were the Mulvaneys"
"Katie","The Hotel New Hampshire"
"Eyal","Falling Angels"
"Juliane","Blackberry Wine"
"Jarmal","Das Druidentor."
"Nazir","The Broke Diaries: The Completely True and Hilarious Misadventures of a Good Girl Gone Broke"
"Danny","Fish! A Remarkable Way to Boost Morale and Improve Results"
"Alma","Hidden Fires"
"Bess","Random Acts of Kindness"
"Nicholas","Not Without My Daughter"
"Cecil","Cravings"
"Matthew","Under the Tuscan Sun"
"Kenneth","Morning, Noon, and Night"
"Amy","Wild Rain"
"Janis","The Virgin Suicides"
"Alfredo","The Flame and the Flower"
"Stuart","The Stone Diaries"
"Kailin","Presumed Innocent"
"Davis","Tigana"
"Briana","Pale Fire"
"Gabriella","The Liar\'s Club: A Memoir"
"Marquiz","Mystic River"
"Kylin","Replay"
"Jasmeet","The Sex Life of My Aunt"
"Kiaria","Cross Creek"
"Kaleb","Chesapeake Blue"
"Analise","Son of Rosemary: The Sequel to Rosemary\'s Baby"
"Irene","101 Dinosaur Jokes"
"Grant","Quidditch Through the Ages"
"Azan","Confessions of a Failed Southern Lady"
"Jillayne","Then She Found Me"
"Reid","Heartbreak Hotel"
"Erial","Schrodinger\'s Kittens and the Search for Reality"
"Mary","Must Love Dogs"
"Karren","A Child Called ""It"": One Child\'s Courage to Survive"
"Audra","The Irish Manor House Murder"
"Jerald","Cat\'s Eye"
"Isabel","The Sigma Protocol"
"Anistyn","Souls in the Great Machine"
"Lamont","Go Ask Alice"
"Abbey","Easy Prey"
"Martin","Sushi for Beginners"
"Anna","The River King"
"Clyde","Jitterbug Perfume"
"Joshua","American Fuji"
"Faren","Natural Causes"
"Karrie","Confessions of an Ex-Girlfriend"
"Chilton","Love from Your Friend, Hannah"
"Shana","Move to Strike"
"Jamilla","Servant of the Bones"
"Marsha","Briar Rose"
"Carl","Bone Cold"
"Jean","Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players"
"Cristy","Reading Lolita in Tehran: A Memoir in Books"
"Alijah","The Pillars of the Earth"
"Micalah","To the Lighthouse"
"Jase","A Year by the Sea: Thoughts of an Unfinished Woman"
"James","Nitpicker\'s Guide for Deep Space Nine Trekkers"
"Omari","Animal Dreams"
"Lucas","Hemlock Bay"
"Blaire","Call Me Anna: The Autobiography of Patty Duke"
"Charity","Dawn on a Distant Shore"
"Lamar","High Energy"
"Alle","Savannah Blues"
"Fred","The Pilates Body: The Ultimate At-Home Guide to Strengthening, Lengthening, and Toning Your Body--Without Machines"
"Lake","Silent Snow"
"Thora","The Women\'s Room"
"Alice","Autobiography of a Face"
"Marianne","The Tightwad Gazette: Promoting Thrift As a Viable Alternative Lifestyle"
"Nicholas","Rabbit Is Rich"
"Bianca","Life of Pi"
"Morgan","Cat Spells: Cat Magic Through the Ages"
"Aaron","Blackberry Wine"
"Denise","California Fire and Life"
"Ashley","Suzanne\'s Diary for Nicholas"
"Mari","And The Angels Were Silent"
"Kaylee","Sunset in St. Tropez"
"Aaliya","He, She and It"
"Kiyla","I Purr, Therefore I Am: Never Before Collected Observations on All Things Cat"
"Willie","Deadly Medicine"
"Shonta","Quidditch Through the Ages"
"Zahir","The Well-Educated Mind: A Guide to the Classical Education You Never Had"
"Deneisha","Black Hawk Down: A Story of Modern War"
"Linnea","Veronika Decide Morir"
"Chris","The Servants of Twilight"
"John","Thicker Than Water"
"Gittel","Electric God"
"Laila","Merry Men"
"Austin","Boone\'S Lick"
"Theresa","The Bonesetter\'s Daughter"
"Lula","Wake Up, I\'m Fat!"
"Korvin","I Had Seen Castles"
"Taegan","The Mysterious West"
"Barbara","Snow White and Rose Red"
"Leann","The Other Boleyn Girl"
"Justine","Der Hahn ist tot. Roman."
"Dakarai","When the Wind Blows"
"Krista","One True Thing"
"Vidal","The Pelican Brief"
"Rosalea","The Secret Life of Bees"
"Hosea","The Night Manager"
"Joelle","Five Quarters of the Orange"
"Samuel","Shadowfires"
"Krystal","Visions of Sugar Plums"
"Carol","Feeling Sorry for Celia"
"Shanette","A Darkness More Than Night"
"Dilyn","Salem\'s Lot"
"Fahim","El Juego del Reves"
"Alison","The Importance of Being Earnest and Other Plays"
"Marlin","The Far Side Gallery 5"
"Alesandra","The Kitchen God\'s Wife"
"Marcia","The Donovan Legacy"
"Jamayah","Fight Club"
"Marie","Thin Air"
"Aniah","The Secret Life of Bees"
"Elaina","Bread Givers"
"Sherrod","Reunion in Death"
"Tacoma","The Celestine Vision: Living the New Spiritual Awareness"
"John","Behind Closed Doors"
"Desiree","Tis: A Memoir"
"Makenzie","The Cat Who Saw Red"
"Charolette","Oh, the Places You\'ll Go!"
"Sherri","Final Arrangements"
"Lee","Heart of the West"
"Sophia","Triggerfish Twist"
"Preslee","Bluebeard\'s Egg and Other Stories"
"Max","Autobiography of a Face"
"Seymour","Three Fates"
"Tate","The Joy Luck Club"
"Patryk","Fountainhead"
"Darlene","Siblings Without Rivalry: How to Help Your Children Live Together So You Can Live Too"
"Daniela","Dirk Gently\'s Holistic Detective Agency"
"Evangeline","Saint Nick"
"Horace","Dark Lady"
"Kayla","Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right"
"Darrian","Roll of Thunder, Hear My Cry"
"Teagan","Dark Lord of Derkholm"
"Terry","Mortal Fear"
"Trinda","Quietus"
"Trevor","The Undertaker\'s Widow"
"Shaun","The House at Pooh Corner"
"Christal","Knowledge of Angels"
"Graceanne","Wicked: The Life and Times of the Wicked Witch of the West"
"Kashif","Wake Up, I\'m Fat!"
"Mindy","The Tightwad Gazette II: Promoting Thrift As a Viable Alternative Lifestyle"
"Falana","Unnatural Death"
"Braylynn","The Buddha of Suburbia"
"Lawanda","Portrait of a Killer: Jack the Ripper -- Case Closed"
"Lorita","Two Gentlemen Sharing"
"Jaques","Dark Guardian"
"Lolita","Mystic River"
"Johnell","Stuart Little 60th Anniversary Edition"
"Micheal","Collected Poems Reissue"
"Ruel","Poemcrazy: Freeing Your Life With Words"
"Patty","Act of Violence"
"Hubert","Silence of the Lambs"
"Stan","Teaching Your Children Values"
"Ashley","Honor\'s Splendour"
"Kathy","The Idiot Girls\' Action Adventure Club"
"Elad","Murder in the Name of God: The Plot to Kill Yitzhak Rabin"
"Clara","Day of Confession"
"Jearlene","Angelas Ashes: A Memoir"
"Emerald","Mortal Prey"
"Emilyn","The Prince of Tides"
"Cierra","An Invisible Sign of My Own"
"James","Rage of Angels"
"Lonnie","Mr. Murder"
"Cheryl","Death and the Dancing Footman"
"Marcella","The Frugal Gourmet Cooks American"
"Frances","A Thin Dark Line"
"Balin","An Incomplete Education"
"Desi","The Dog Is Not a Toy: House Rule #4"
"Tayia","Lucifer\'s Hammer"
"Vergie","Prairie Moon"
"Malikah","Chosen Prey"
"Janeka","Sullivan\'s Island: A Lowcountry Tale"
"Kyle","Operating Instructions: A Journal of My Son\'s First Year"
"Ravenna","Friedhof der Kuscheltiere. Roman."
"Guillermo","Horse Whisperer"
"Kerisha","When Rabbit Howls"
"Maryrose","The Wind-Up Bird Chronicle"
"Tashona","Endlich Nichtraucher."
"Leland","Heart of the Amazon"
"Verna","One Door Away from Heaven"
"Dimitri","We Were the Mulvaneys"
"Brittny","Bridget Jones\'s Diary"
"Chimere","The House of the Spirits"
"Betsy","Kitchen Table Wisdom: Stories That Heal"
"Jalesha","The Toughest Indian in the World"
"Lloyd","The Heartbreaker"
"Angelisse","Felidae. Roman."
"Drayke","One True Thing"
"Karon","Two Old Women"
"Jakeline","The Five People You Meet in Heaven"
"Delorese","Please Stop Laughing at Me: One Woman\'s Inspirational Story"
"Marcee","In My Hands: Memories of a Holocaust Rescuer"
"Benjamin","Pastwatch: The Redemption of Christopher Columbus"
"Dacia","The Outlaws of Sherwood"
"Herlinda","The Stone Diaries"
"Gerald","Dark Lady"
"Shannon","Eyes of Prey"
"Kellie","The Laws of Our Fathers"
"Erik","2010: Odyssey Two"
"James","The Alchemist: A Fable About Following Your Dream"
"Takayla","A Tale of Two Cities"
"Bernard","The Fountains of Paradise"
"Ronda","Thirty-nothing"
"Rebekka","Decider"
"Byron","Catch Me If You Can: The True Story of a Real Fake"
"Katerine","The Spartan"
"John","How to Murder a Millionaire"
"Amala","Point of Origin"
"Jessel","Quincunx"
"Keaton","One Hit Wonderland"
"Merna","Bridget Jones. Am Rande des Wahnsinns."
"James","Retrato En Sepia"
"Lula","Neverwhere"
"Blanch","Midnight Pleasures"
"Jaleigha","Pop Goes the Weasel"
"Jane","Bourne Identity"
"Edward","Blindness"
"Tavia","Childhood\'s End"
"Sinclair","Naked Once More"
"Mary","What\'s Eating Gilbert Grape"
"Janira","Red Rabbit"
"Lezlie","The Redemption of Althalus"
"Greta","Bridget Jones: The Edge of Reason"
"Chanta","False Memory"
"Toinette","Bell Jar"
