name,book,rating
"Joseph","Postmortem",4
"Adrian","Neverwhere",5
"Almir","The First Immortal",5
"Rise","Envy",5
"Keeley","Olympic Portraits",4
"Kieran","Waiting to Exhale",3
"Athanasia","Wicca: A Guide for the Solitary Practitioner",4
"Cleo","Tomorrow When the War Began",3
"Claudia","2010: Odyssey Two",4
"Frances","Touching Evil",5
"Luis","Blue Diary",4
"Roan","The Mousetrap and Other Plays",3
"Elleen","Maggie Needs an Alibi",4
"Phoebe","The Da Vinci Code",4
"Annette","The Chalice and the Blade",4
"Lucinda","Degree of Guilt",3
"Clayton","Sam Walton: The Inside Story of America\'s Richest Man",4
"Ava","The Color Purple",4
"Doctor","First, Best And Only",4
"Halee","Wild Animus",1
"Katrina","Starship Titanic",3
"Daria","Hemlock Bay",1
"Jeanette","Through My Eyes",2
"Suni","The Spirit Catches You and You Fall Down",4
"Anthony","The Vulture Fund",4
"Keila","When the Wind Blows",3
"Roxanna","Cutwork",4
"Angelita","The Horse Whisperer",3
"Lesley","Saffy\'s Angel",3
"Teron","The Perks of Being a Wallflower",3
"Sarah","Letters for Emily",4
"Maiya","The Short Forever",4
"Darleen","Life of Pi",4
"Eugene","Chosen Prey",4
"Christine","Chyna, The 9th Wonder of the World: If They Only Knew",1
"Oma","Double Sin and Other Stories",5
"Jasmyne","Foreign Correspondence",4
"Jumar","Five Acres and Independence: A Handbook for Small Farm Management",2
"Cheryl","Stern Men",2
"Olevia","The Tailor of Panama",1
"James","Where River Turns to Sky",4
"Jayden","What If? Writing Exercises for Fiction Writers",5
"Forest","Room of One\'s Own",5
"Amber","Married in Haste",4
"Cody","The Chocolate Cat Caper",4
"Jaclyn","Wild Animus",2
"Loretta","Master of the Game",4
"Lindsay","The Girl Who Heard Dragons",3
"Andrea","A Veiled Journy",3
"Jenifer","The 158-Pound Marriage",4
"James","Blott on the Landscape",4
"Pascual","The Brethren",4
"James","The Millionaires",5
"Stephan","The Mother Tongue",5
"Eligio","No Comebacks",5
"Vanshika","Good Omens",5
"Rebekkah","The Bear and the Dragon",4
"Edwardo","Beach Music",5
"Mackenzie","When Elephants Weep: The Emotional Lives of Animals",4
"Lulu","Pet Sematary",4
"Gladys","Expendable",4
"Karyn","Breach of Promise",3
"Lane","Schau Dich nicht um.",4
"Parker","The Ultimate Rush",3
"Monte","Say You Love Me",4
"Stephen","Sons of Fortune",5
"Timmothy","The Sherbrooke Twins",3
"Randy","Shinju",4
"Evelyn","Wild Animus",4
"Monte","The Truest Heart",4
"Jackson","Last Chapter and Worse",4
"Fannie","The Door to December",4
"Jay","Bridget Jones\'s Diary",4
"Maalik","Wild Animus",1
"Myka","One Day, All Children...: The Unlikely Triumph of Teach For America and What I Learned Along the Way",3
"Miracle","In the Presence of Enemies",3
"Arianny","My Year of Meats",5
"Kevin","Amy and Isabelle",3
"Halle","Life of Pi",5
"Cohen","Sick Puppy",5
"Marvin","Death Among the Dons",5
"Brooke","A Child\'s Book of True Crime",3
"Kyrin","Q Is for Quarry",2
"Ethelene","The Da Vinci Code",4
"Paige","Tishomingo Blues",3
"Celia","English Passengers",4
"Emmalyn","The Street Lawyer",4
"John","Who You Know",2
"Gaynell","Pen Pals",4
"Tenia","Cause of Death",4
"Gary","Mind Prey",4
"Kaylynn","Saving Agnes",3
"Emerson","The Visionary",2
"Massimo","Trump: The Art of the Deal",3
"Sharonda","Wayne\'s Dead",3
"Marion","American Tabloid",4
"Kenneth","Silent Witness",4
"Julianne","The Accidental Tourist",4
"Bethany","Je Voudrais Que Quelqu\'un M\'Attende Quelque Part",4
"Miracle","Thy Brother\'s Wife",4
"Ernest","Bag Of Bones Cassette",4
"Richard","The Mummy or Ramses the Damned",3
"Starla","Kingdom of Shadows",3
"Deedee","Mystic River",3
"Othel","The Liar\'s Club: A Memoir",4
"Vernal","Growing Pains of Adrian Mole",5
"Ellsworth","The Arraignment",4
"Mikhail","Work Is Hell",4
"Sheri","Heartbeat",3
"Mikenzie","Southern Cross",2
"Harlan","Time\'s Healing Heart",3
"Amy","Fantasy",5
"Briyanna","The Rape of Nanking: The Forgotten Holocaust of World War II",4
"Mary","Lila: An Inquiry Into Morals",3
"Ronald","The Cat Who Went Underground",3
"Whitney","Wild Animus",2
"George","Land of Oz",2
"Daniel","The Affair of the Necklace",1
"Beverly","The Noonday Demon: An Atlas of Depression",3
"Hector","Torments",4
"Michele","Something Wicked This Way Comes",4
"Paxton","A New Leash on Death",3
"Kwanza","The Da Vinci Code",4
"Lavel","The Program",4
"Ronald","Hot Money",4
"Willard","Five Quarters of the Orange",4
"Khang","Chasing Redbird",4
"Azuri","Entretien Avec UN Vampire/Interview With the Vampire",3
"Lucilla","Touching Evil",4
"Tamla","This Other Eden",2
"Chevelle","Fulfillment",4
"Khalik","Phantom in Rot.",3
"Shauna","The New Age Herbalist: How to Use Herbs for Healing Nutrition Body Care and Relaxation",4
"Glorianna","Estupidos Hombres Blancos",2
"Miriam","Ufos, Jfk, and Elvis: Conspiracies You Don\'t Have to Be Crazy to Believe",3
"Alex","The Magic Circle",4
"Avinash","The Best Democracy Money Can Buy: The Truth About Corporate Cons, Globalization and High-Finance Fraudsters",4
"Irene","Thieves in High Places: They\'ve Stolen Our Country--And It\'s Time to Take It Back",5
"Donny","The Idea of Perfection",4
"Priscilla","Callahan\'s Cross Salon",5
"Marlo","Without Remorse",3
"Lucille","Once a Thief",5
"Maximus","The Naked Face",4
"Zackery","A Good House",4
"Maliya","The Children of Green Knowe",5
"Liam","Night Train to Memphis",4
"Briena","Enchanted Love: The Mystical Power Of Intimate Relationships",3
"Nyomi","Family Under the Bridge",2
"Shelvia","Channeling Biker Bob: Heart of a Warrior",4
"Leonore","The Mormon Murders: A True Story of Greed, Forgery, Deceit, and Death",3
"Noami","For the Relief of Unbearable Urges",3
"Merlin","Shopaholic Ties the Knot",5
"John","Deadly Embrace",4
"Willliam","Kissing the Witch: Old Tales in New Skins",3
"Tifani","A Heartbreaking Work of Staggering Genius",1
"Mckayla","Higher Authority",3
"Dorse","A Free Woman",2
"Roland","A Promise to Remember: The Names Project Book of Letters",4
"Melinda","Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life",4
"Michael","Some Can Whistle",4
"Maddison","Smart Vs. Pretty",3
"Latanya","Lone Eagle",4
"Glenys","Free",2
"Elma","Ella Minnow Pea: A Progressively Lipogrammatic Epistolary Fable",4
"Norbert","Mirrorshades: The Cyberpunk Anthology",5
"Sharon","At Risk",4
"Rodolfo","Two Alone",3
"Annaleigh","Dave Barry\'s Complete Guide to Guys",4
"Allen","The Liar\'s Club: A Memoir",3
"Joan","Glorious Angel",5
"James","No One Noticed the Cat",4
"Heidi","Icy Sparks",3
"Maryah","Bridget Jones\'s Diary",1
"Hesston","The Neverending Story",2
"Leslie","The Hound of the Baskervilles",2
"Korben","Guardian Angels and Spirit Guides: True Accounts of Benevolent Beings from the Other Side",3
"Ezequiel","Rich Dad\'s Retire Young, Retire Rich",4
"Elric","Sex With a Mountain Bike and Other Stories",4
"Tayron","A Long Fatal Love Chase",2
"Kenneth","Legacy of Silence",5
"John","The Thunder Keeper",4
"Betty","Fires of Winter",4
"Ashana","Dhampir",3
"Benny","Crooked Little Heart",4
"Phillip","Foreign Correspondence",3
"Larico","Romiette and Julio",1
"Johann","Obstruction of Justice",5
"Jeremiah","Murder in Spokane",3
"James","Mrs. Piggle-Wiggle\'s Magic",1
"Lana","Mister Candid",5
"Roslyn","There Are No Children Here: The Story of Two Boys Growing Up in the Other America",4
"Gary","Some Like It Sizzling",4
"Autumn","The Pelican Brief",3
"Norwood","Alice K.\'s Guide to Life: One Woman\'s Quest for Survival, Sanity, and the Perfect New Shoes",2
"Candice","Midnight Pleasures",4
"Armani","Harry Potter E il Prigioniero D\'Azkaban",5
"Wesly","Lobo estepario",4
"Kay","Dude, Where\'s My Country?",4
"Jocelyn","Love in Another Town",4
"Kalli","The 776 Stupidest Things Ever Said",4
"Tierney","The Last Juror",5
"Juli","Carter Beats the Devil",4
"Crystal","The Bridal Season",4
"Doris","The Birth of Venus",5
"Rebbeca","Sin Killer",4
"Jamond","Dry: A Memoir",4
"Devan","The Toughest Indian in the World",4
"Lori","Pet Sematary",3
"Niel","Vendetta: Lucky\'s Revenge",4
"Randall","The Door to December",4
"Dean","A Pirate Looks at Fifty",4
"Michaela","The Other Wind",4
"Timothy","Together Alone",5
"Lilah","Inconceivable",3
"Kay","The Deep Blue Good-By",3
"Jean","The Tightwad Gazette II: Promoting Thrift As a Viable Alternative Lifestyle",4
"Brielle","French Lieutenant\'s Woman",4
"Vincent","The Crimson Petal and the White",4
"Noah","Good in Bed",3
"Denzel","I Who Never Known Men",2
"Steffani","Suzanne\'s Diary for Nicholas",4
"Jarquez","The Cider House Rules",3
"Doshie","Letters from Yellowstone",3
"Laurene","The Cat Who Came to Breakfast",3
"Ishana","Celestial Navigation",4
"Jiro","Ten Stupid Things Women Do to Mess Up Their Lives",5
"Ryan","The Attorney",4
"Kevin","Before I Say Goodbye: Recollections and Observations from One Woman\'s Final Year",4
"John","The Last Bride in Ballymuir",4
"Peter","Princess Daisy",5
"Vibhav","The Power of a Praying Husband",5
"Fayette","Tuesday Club Murders",4
"Kimberly","Monkeewrench",2
"James","Scandalous Again",4
"Jilleen","The Book of Liz",4
"Megan","Harry Potter and the Chamber of Secrets Postcard Book",5
"Jacky","Get Shorty",3
"James","Suicide Blonde",2
"Iliana","What to Expect When You\'re Expecting, Third Edition",5
"Devorah","Masterpieces: The Best Science Fiction of the Century",4
"Charles","The 158-Pound Marriage",5
"Douglas","A Prayer for Owen Meany",3
"Michaela","Spindle\'s End",4
"Merri","The Waste Land and Other Poems",5
"John","All Signs Point to Murder",4
"Priti","Der Mann von nebenan.",3
"Dannis","Pure Temptation",2
"Moira","Crazy for You",4
"Martin","The Zero Game",3
"Myra","The Year of the Intern",4
"Melton","Something from the Nightside",4
"Steve","The Thief of Always",4
"Adriann","The Bridal Veil",3
"Tyshay","Chalktown",3
"Javae","Phoenix Rising",3
"Jackie","Path of the Assassin",4
"Jesiah","Maybe This Christmas",4
"Elizabeth","Miss Julia Takes over",3
"Andrew","The Horse Whisperer",2
"Shanna","River, Cross My Heart",4
"Kirstin","The KAISHO",3
"Selah","A Painted House",5
"Rickard","The Funhouse",4
"Omarie","Lake in the Clouds",3
"Nekesha","Icy Sparks",3
"Rosemary","Farm Fatale: A Comedy of Country Manors",4
"Walfred","The Weirdstone of Brisingamen",3
"David","Not Even for Love",2
"Violet","Eden Close",3
"Alexa","Canticle for Leibowitz",5
"Jai","Cause of Death",2
"Omar","The Mansion on the Hill: Dylan, Young, Geffen, Springsteen, and the Head-On Collision of Rock and Commerce",3
"Rashidah","Sagebrush and Cappuccino: Confessions of an LA Naturalist",2
"Steffie","You\'re the One",5
"Passion","Cloak of Darkness",3
"Basil","And the Dying Is Easy: All-New Tales of Summertime Suspense",3
"Mitchell","Child of My Heart",4
"Emiliano","The Power of Three",3
"Natasha","When Rabbit Howls",4
"Duane","Angelas Ashes: A Memoir",4
"Aleesa","Firestarter",3
"Coley","The LAST TEMPTATION OF CHRIST",5
"Aiko","Cypress Point",4
"Kody","The Magic Circle",4
"Ciera","News of the Spirit",3
"Alejandra","The Cat Who Went up the Creek",2
"Ned","Charmed Circle",2
"Rosa","100 Malicious Little Mysteries",5
"Merdis","Birdman",3
"Noboru","The Time Traveler\'s Wife",2
"Gina","The Brethren",3
"Stephania","The Canterbury Tales, in Modern English",4
"Kisha","Neverwhere",2
"Princella","Cause of Death",4
"Ruth","Seduction in Death",5
"Jimmy","The Prince of Tides",4
"Raiden","Total verhext. Ein Roman von der bizarren Scheibenwelt.",3
"James","Fish! A Remarkable Way to Boost Morale and Improve Results",3
"Jones","Retreat, Hell",4
"Griselda","To Sail Beyond the Sunset",3
"Elio","The Inspector and Mrs. Jeffries",2
"James","Ladder of Years",2
"Dorothea","Absolute Power",4
"Jeffery","Thunder Point",2
"Britney","The Blood of Roses",4
"Audree","The Other Boleyn Girl",5
"Marie","Mystic River",4
"James","Andorra",2
"Deadrick","How to Make People Like You in 90 Seconds or Less",3
"Jean","Sophies Choice",1
"Jabrea","One Door Away from Heaven",3
"Cedric","Irish Hearts",4
"Chidinma","Beyond Eden",3
"Miarose","New Attitude",5
"Stacy","The Beans of Egypt, Maine",3
"Reina","Three Fates",3
"Glenn","The Giving Tree",5
"Terek","Girl in Hyacinth Blue",3
"Vinita","The Summerhouse",4
"Ernest","A Heartbreaking Work of Staggering Genius",3
"Declan","The Key to Rebecca",3
"Livi","The Lathe of Heaven",4
"Jariah","M Is for Malice",4
"Katie","It Was on Fire When I Lay Down on It",5
"Brandon","Bridget Jones\'s Diary",3
"Jacob","Going Home: Unfinished Business/ Island of Flowers/ Mind Over Matter",2
"Thomas","The Dead Sea Cipher",3
"Nole","Tekwar",4
"Detron","October Sky: A Memoir",5
"Kortnie","My 1,000 Americans: A Year-Long Journey through the Personals",3
"Jessica","The Dead Zone",5
"Marianne","Simple Wisdom",3
"Deshae","Siddharta Romanzo Versione Di M Mila",4
"Davontay","An Instance of the Fingerpost",4
"Eliz","Castello Dei Destini Incrociati",5
"Brenae","Grand Avenue",3
"Braxton","The Boy Next Door",3
"Caleb","Feather Crowns",3
"Blaze","The Five People You Meet in Heaven",4
"Defne","Wild Animus",4
"Delany","Milkrun",3
"Krissa","Pop Goes the Weasel",2
"Rosemary","Calendar Girl",3
"Tiffanie","Kushiel\'s Dart",5
"Amariya","A Moment in Time",2
"Jo","Now You See Her",3
"Jakob","Night",5
"Rashon","Nothing Lasts Forever",2
"Rochell","Body of Evidence",3
"Stephen","Body Check",2
"Gentry","Harriet the Spy",4
"Harriet","Narcissus and Goldmund",5
"Kayann","Once upon a More Enlightened Time: More Politically Correct Bedtime Stories",5
"Isabelle","Not Without My Daughter",5
"Linda","It Will Never Happen to Me",5
"Tywan","Wish You Well",3
"Clarance","Ubik",5
"Felipe","Isle of Dogs",3
"Briana","The Surveillance",3
"John","Ambrosial Flesh",4
"Helen","Rage of Angels",2
"Halie","Biting the Sun",5
"Renika","Straight on Till Morning: A Biography of Beryl Markham",4
"Brylynn","Notes From a Small Planet",4
"Mikyla","Girl in Hyacinth Blue",5
"Brinleigh","Join Me",4
"Enzo","Cold Sassy Tree",4
"Lory","Wild Animus",3
"Mikeal","Sleeping at the Starlite Motel: And Other Adventures on the Way Back Home",4
"Dorothy","Zero Option",3
"Hailee","The Cat Who Came to Breakfast",5
"Clyde","Code to Zero",3
"Matthew","The Kid Who Ran for President",4
"Jacob","Calhoun Women",2
"Juliette","Code to Zero",4
"Graciana","Somewhere Off the Coast of Maine",4
"Braedyn","Mister Posterior and the Genius Child",4
"Cristian","Death on the Downs",3
"Marquise","Here Be Dragons",4
"Torina","Sheiks Of Summer",3
"Eren","Small Vices",4
"Mareena","El Aleph",5
"Drew","Street Boys",5
"Cherise","Empire Falls",5
"Willie","The Second Deadly Sin",4
"Shamina","Wicked: The Life and Times of the Wicked Witch of the West",2
"Devan","Boy\'s Life",4
"Kamdyn","Roses Are Red",5
"Sylvester","Another Dawn",3
"Ellora","The Joy Luck Club",3
"Alicia","The Stand: Complete and Uncut",3
"John","Last Man Standing",4
"Antwon","Carolina Moon",4
"Corey","Riding Shotgun",4
"Farhad","The Face of Fear",3
"Deborah","High Deryni",5
"Maricela","Memories of Midnight",2
"Matilynn","In the Lake of the Woods",2
"Clark","Le Livre des illusions",3
"Kamdyn","4 Blondes",2
"Clare","Up the Down Staircase",3
"Sandi","Stories for a Woman\'s Heart",3
"Timothy","To Love Again",5
"Ethan","Kiss chase",4
"Trenyce","Politically Correct, the Ultimate Storybook: Politically Correct Bedtime Stories, Once upon a More Enlightened Time, and Politically Correct Holiday Stories",4
"Alyssia","Desire Me Only",4
"Hunter","Echoes in the Darkness",2
"Sandra","Hell House",3
"John","Urban Tribes: A Generation Redefines Friendship, Family, and Commitment",4
"Clara","Deadly Decisions",3
"Brant","Once And Again",3
"James","A Sudden Change of Heart",4
"Christiane","Wild Animus",1
"Tasia","Scribbler of Dreams",4
"Arthur","Born in Shame",3
"Kalyn","Sailing Alone Around the Room: New and Selected Poems",4
"Luane","Straight Man",4
"Marcello","The Third Option",4
"Pascha","The Ladies\' Man",2
"Mendi","Invincible Louisa",2
"Antoinett","Secret Prey",4
"Amador","One Door Away from Heaven",2
"Bruno","Nothing Lasts Forever",3
"Rye","Lie Down With Lions",3
"Genevieve","Cats and Their Women",4
"Henrietta","The Last Good Day",3
"Bertram","The Outsiders",5
"Angeleena","Miss Wyoming Uk Edition",3
"Khalil","Brazen Virtue",4
"Danica","Best Kept Secrets",5
"Taralee","When the Wind Blows",4
"Omar","The Honey Thief",3
"Lora","I Is for Innocent",4
"Dequan","The Bird Artist",4
"Raizel","Niagara Falls All Over Again",4
"Jacqueline","Die Krone der Welt.",4
"Jelina","Grand Jury",4
"James","Picnic at Hanging Rock",4
"Odalis","The Long Road Home",5
"Forney","The Tipping Point: How Little Things Can Make a Big Difference",4
"James","Personal Injuries",2
"Talia","Strange but True",3
"Linda","Tobacco Road",5
"Camren","River of Eden",3
"Michala","Her Daughter\'s Eyes",3
"Ariela","Doc: The Rape of the Town of Lovell",3
"Taygan","Godshome",1
"Patricio","From the Corner of His Eye",4
"Lucio","The Light in the Forest",2
"Emilee","The Llama Parlour",4
"Daija","Sullivan\'s Island: A Lowcountry Tale",3
"Heidi","The Color of Water: A Black Man\'s Tribute to His White Mother",4
"Viliami","Simply Divine",2
"Reathel","Pot Shot",3
"Rajesh","Uneasy Rider: The Interstate Way of Knowledge",2
"Tonia","The Thorn Birds",4
"Jarret","Tell No One",4
"Arvella","Gone Away Lake",3
"Carrie","The Rarest of the Rare: Vanishing Animals, Timeless Worlds",4
"Dallas","Don\'t Get Me Started",2
"Rochele","Dreamfall",5
"William","The Falling Woman",3
"Esther","Clan of the Cave Bear",3
"Nickolaus","City of Bones",4
"Yevonne","Prophecy: Child of Earth",2
"Sebastiano","Morgan\'S Run",4
"Gregory","Don\'t Pee on My Leg and Tell Me It\'s Raining: America\'s Toughest Family Court Judge Speaks Out",4
"Ronald","Resurrection Row",4
"Shirley","Notes from a Small Island",4
"Brayan","The Five People You Meet in Heaven",3
"Rita","True Women",4
"James","The Cat Who Blew the Whistle",2
"Emmanuel","The Bad Girl\'s Guide to the Open Road",4
"Travis","I Love You Like a Tomato",5
"Merrilyn","Topkapi.",3
"Gailya","Die verborgene Geschichte.",4
"Lorelei","The Regency Collection",2
"Novis","Cat on the Scent",4
"Buford","Ssn",2
"Kynslee","Nerd in Shining Armor",4
"Opal","Mendel\'s Child",3
"Danny","Four Blondes",4
"Bea","Daughter of the River",4
"Tyquan","Neverwhere",4
"Meaghan","The Street Lawyer",4
"Ayub","South: The Endurance Expedition",5
"Erinn","If I Should Die Before I Wake",4
"David","Overload / If A Man Answers",2
"Nya","The Body Farm",4
"Raquel","A Week in the Zone",5
"Joseph","Pigs in Heaven",4
"Immanuel","Summer Pleasures",5
"Quentavious","Incidents in the Life of a Slave Girl, Written by Herself: Written by Herself",3
"Victoria","Soul Mountain",4
"James","Slow Waltz in Cedar Bend",2
"Robin","Choke",4
"Favian","The Matrix Comics",4
"Rizwan","The Devil in Me: Short Stories",4
"Yonathan","The Client",4
"Zahra","Can You Keep a Secret?",2
"Leonard","Unfit to Practice",4
